Day,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
1,1.1574877685447578,7.488329050031384,0.0453693300732343,14.327993952183151,4.304046462777822,15.656569024020394,79.24741095754918,363.01947446462896,37.140504376335215,2.8182066464989717,62.52224956976396,0.04989258963327948,54.64145558848341,4.715319833277607,3.43161900889381,1.0975002558210902,35.89658877489306,14.50256156027125,3.3706412810614093,72.35623089126304,1.6759934112220285
2,4.169643038308569,0.41505440937123295,0.0024099017162318133,26.818828910739672,2.5557553514287648,21.318514454969364,99.63316803634827,56.75555264637131,1.9698654561631075,12.569080600068297,61.067087229826484,2.520656865378981,1.7225299653304245,6.055756943049463,0.5050028138020385,0.663586143139737,107.0933676955943,4.099224399822725,7.866861722199499,30.070987384179972,0.9083975515634617
3,1.1617713702969206,3.8421482989925155,0.2799161117665481,6.746494208394266,8.177646419944907,88.56971146411635,204.65253255485575,5.497964524253743,9.775537714319189,41.70499952232432,19.990158075992955,2.348329449449029,17.693712917765975,38.23582886888678,4.723128248798909,0.20013828694571986,121.12312113169764,1.7220886379463842,11.618685958030046,22.673954747257632,0.7335847520686701
4,3.214452216479825,0.7750900619236677,0.0,2.4408113193445318,41.57613472109255,34.87733323624157,183.7928141128226,1.8270134756082927,3.2763937978246114,3.6436615317837173,1.3107067757284272,8.525951465543866,18.35117357353091,6.706409387942117,0.9097903696532518,0.023084241242692528,43.1634337119978,4.040159097545683,46.81625760366089,4.501096003958666,5.373391917656309
5,14.289787017593152,0.0802443659529131,0.15424632804527533,0.8666887957722582,34.758076856239036,0.18841472620616762,59.579434833681546,23.971961395408673,0.5246507835701477,17.445485400902886,13.176192533748022,47.97535600959012,10.67767702678759,0.27054592057823407,1.153925701363361,0.0,43.290035249553895,1.896140351664384,97.23040130366122,31.493042132192897,3.284683248186973
6,29.961797951660444,1.1832206345034,0.0,4.147615954856584,0.03902320140024521,0.0073174666171948064,9.795080576722128,4.950390600510791,1.6609007819888724,39.40609021355866,1.1065017610877288,26.868524211460933,22.385840476879427,0.9281890787076212,1.0073060603981314,0.0955468006251589,7.715215964439343,2.615526407994214,17.582978535238244,40.87208167628535,4.665522964359139
7,82.3166014434453,4.316083501913738,0.0,17.953892700348295,10.230675607155383,0.1060876974947873,0.07269606545229185,44.23583755130834,8.447316718239449,58.117670954649356,14.450786840267936,13.903038022118535,3.329842310662267,10.371705559723056,12.321322778528474,1.2069023350619164,3.204670837788353,9.89035199484819,55.80399156313956,7.261263455437439,9.022377803606108
8,43.8802785710679,181.3050338348653,0.0,12.80851640717074,16.738141747552707,1.9131085684857592,0.21817538416242138,40.70173519301176,1.1493984661506782,31.529458425915514,25.359380714494705,55.15528709653741,6.10095816890545,0.44454501516422684,7.8904861637952415,1.5056517303285584,24.511558501350816,1.0939359039981154,18.420696621821655,89.21817603168864,10.55415513205033
9,8.207615478056303,251.70458295167853,0.04599869183789521,35.69655262430395,7.5974200534465925,23.876160098745157,0.28281404698831164,9.20789489350629,0.9083408386405142,40.66727690912389,0.014836125673582348,25.29998978642102,2.483236262266642,4.233672863323181,18.532842642727527,1.892929843067178,77.08292381601792,3.8746611344462845,57.60572333504882,1.6648465337685256,8.665579259321808
10,11.94683489831529,37.26762103780884,3.3129238545561868,26.128835998706794,6.115388794453358,12.138697758140669,4.96966740279393e-05,1.0204073905648694,23.56224102476277,26.514768500180974,0.05810718619091892,5.381814420739996,0.2467739356694153,27.233647401806703,4.925741382709351,0.5975151007782691,142.35868087712063,10.758436578566398,57.03128738955645,73.10162128215983,1.102042550742282
11,39.742794717144335,17.148271069524217,1.7524806543654066,1.4983335172298555,1.0690039152995807,5.1794167986706485,2.369623552751513,0.0,0.5045928512158703,48.08822676667626,6.506598992813251,0.31190969120589085,4.5840031061192255,41.282873593930894,13.65341490543474,0.26946015969534187,100.77148307260123,6.134449070316254,32.168959065387384,14.026127232828419,0.22147400854473304
12,159.57278698082908,31.038096821195843,1.4548590862591373,3.7278230126169007,9.658107592965976,9.278403014016448,0.009096454814005436,0.12003059551977922,0.9175227087922039,0.7496408448965635,2.855523855086092,8.337328528903335,2.3293451427456806,78.13025408428896,27.344689844750388,1.7716303549139474,7.34392265476468,2.521689258993081,53.85505585612453,0.6678041871447121,2.677313586003726
13,177.2955373529702,40.179212923797216,3.912567773310971,2.900806608808211,1.4161749303664435,0.6212312552758252,0.015475311137155088,4.797329261088117,7.419387598728662,19.543889677641843,1.0601023995667336,75.31322455628998,0.8750080842889307,30.494054504467094,29.559659916662884,1.0234852865849444,0.8095276654672444,109.47240001019199,20.493510066842333,0.7551260999339737,7.358172268005936
14,1.6561312270037014,10.331077975789265,12.286190010987575,36.71147568168797,0.044668689862240055,0.21598787736486516,0.011377734458822942,0.10535883603271155,0.710688296117315,213.4215706035452,4.933314070246613,47.720183871730335,4.071397226751932,0.7934037332408954,12.113085936202443,0.5701250963114426,0.5918845004886751,105.30366609881426,14.32972345354482,2.547348162156241,7.953544425804632
15,0.023780888875108853,0.8472681334054664,3.517331412433801,47.742966245997756,1.304687252202666,4.62633724806914,2.9377797977442026,1.0016262238317246,4.851117787383863,173.17200834310506,5.540731543156803,5.799811197444238,1.9507345549391042,16.55725138777141,38.545310259547236,0.3973646805645993,0.07664044448469556,10.94812551384579,47.77012885003011,0.9351277953776317,5.17480244570773
16,0.3420434320349662,4.8838232007555495,4.998677898430305,23.403619016483642,218.739800799802,40.27270084304482,1.3004832228290575,0.29942700570182584,4.689789416338053,16.54840290434085,57.28951549822149,97.25147397028223,5.130258336737284,80.59274393760937,27.463036756312544,0.679043289943583,0.22228169665576344,39.54817753178145,197.82813207364134,4.294136916734153,2.2037390654276563
17,0.9437827703735454,28.798127589069423,9.876812121200183,3.5262533734550128,43.57937737386867,79.78428840488472,1.581070454774704,0.01849449073677284,0.1737769901032774,0.24542584071238766,3.6557365993441757,157.21452425896103,22.153340399662476,68.20489939580615,2.251510617251889,0.44472013860701376,3.277533698978,154.13751994783846,15.072314305861381,2.446731371929257,0.889803743946235
18,11.2163502634021,0.20779394854115837,103.18600976680142,2.3787016291137446,0.34557006153201825,54.78315843359869,38.41903704366406,0.0784320470760994,0.09585586269582344,0.02580626173562032,1.9890929460050728,75.96527645977628,96.2451682415379,5.196177097960521,3.2271686051058026,0.386225470547376,38.07223636899608,78.88840636557691,0.682468357642633,0.03168069126742277,0.46869218453041933
19,2.1480309271055553,9.382955094464899,25.485880527108847,2.6677353117242286,4.446355313474353,84.62709776726,1.067700863801481,0.163089623363533,0.09833665728579241,0.06938206096390856,0.9030939123078425,114.95846241635718,28.011384168370363,128.98651613421998,1.539011513763254,15.627531959319374,28.838755624856116,160.47202387886873,0.6043877987996737,32.52561074344296,4.146040937613343
20,0.8902909032990488,2.469804523042986,1.5847406163377458,1.9747254726614276,1.2208721011972923,65.20609422478621,24.730129980381058,5.769643477348877,1.2542748511961934,23.43734208470969,2.2121708544612217,18.492698847907523,0.7724084459551608,40.660546736861775,7.240957426558964,20.585683667804915,3.1085349043066364,59.275468216211635,1.4956651567503656,64.50979938710523,3.1566438235624097
21,0.006271140917350936,4.193235579113286,23.587307041261155,6.524853374500187,1.941684985979165,10.313668878246915,16.635925872992235,1.2499288447962926,8.935909674702797,160.8679565007724,37.75268882573296,5.533442200787851,3.6210912972157985,9.570963714860422,30.210319047244766,144.41711254462504,13.717029697360418,67.21361973705544,1.1013225021571875,3.8255770018999016,14.314523519403751
22,6.064098605091619,7.169054409840882,21.065764287198274,5.3912323889696685,0.22767526624741088,37.44954938022776,109.61913242293086,0.3893385846319928,2.923613724196557,173.2587758369294,39.36311692550775,45.934466324007275,21.527855904855038,28.154073559629268,134.16226627161353,18.833288029812376,83.39013400972593,7.343718189530217,12.826173882508906,8.963477139564997,7.657489591264923
23,0.02781379554970737,2.8143622684311174,77.00650883496085,5.68248303826991,2.224322717202019,4.315024810543144,61.30279342058191,11.720779610104636,38.836514013249946,36.59659683955364,8.953279724543021,7.118226721963465,9.582385992710845,231.78430199622355,88.42055870341356,28.460028279293365,9.826142950404517,3.3164502516749272,39.40889517517443,6.973693601941811,88.51597838645456
24,11.663979087997566,6.120056996257346,4.123212130072743,26.34871989700815,20.728387702607126,17.128743238695375,0.7945036854446204,38.753922879854215,77.70542084924664,1.9921540096733192,254.43533776032336,5.4350518021400065,6.094648914247879,25.794575780133243,1.6301965148804753,18.144754340959004,14.065873043333974,8.427636135924912,0.5745660984628628,10.448500807821564,29.404336872294177
25,0.053730364202265915,0.6697782588671678,2.239913420014305,65.24288643583664,35.24321565492739,96.481013056792,0.029126172534765384,30.7687354439332,30.558182939385613,0.00013087946931241863,120.29833814046152,11.12707868415995,7.946710315890098,0.4100494528402562,2.6495783879767125,15.99614713777235,23.362039690979294,1.121480308133737,21.45070039989089,57.59657842955808,9.152628598319698
26,0.8525350386510622,2.103728997722186,1.251708351836692,39.63851186313812,103.20221312375392,87.19955085889325,3.104543218128283,38.49130436039934,60.00262792516918,0.8643650802928413,182.15093444222256,8.901793893342367,68.73859543978585,5.784094127752751,0.46291791254702175,11.342649044244137,55.43102345160433,1.4968280586962486,50.92512985094628,173.1460735299059,0.7283764637502097
27,0.006909449196325212,5.263075039406464,0.00022944120941418368,265.8631019410363,13.464407765839184,197.4271915608717,78.83662475216646,28.883124495421544,105.28781508056962,2.298486587084444,2.194254713232701,42.10290303947026,29.273830308919877,2.3263200683394056,37.517148021056265,38.87010695421887,9.41707242545564,6.765499092338699,19.954215574088607,100.03011737060477,0.022877903146731604
28,0.014086973629197343,6.288510170031062,0.21608848094129865,23.346661965767712,34.23488752572208,10.178267295342767,117.06945687437023,34.77948151572616,61.25007785399641,0.047574633298330324,30.647049122374842,24.283371617129422,39.84954714277465,6.641347270073104,77.24082312850148,43.95551655883049,9.184150622571389,11.326593676204654,0.05569142052910526,96.37420826207807,8.111585862274632
29,0.0936699574089638,1.5163532801284094,0.0004414623531105804,0.08376008830986445,89.34672469467009,8.147123654452722,68.49720959238262,9.463303639967439,57.38417440817254,0.018466602983300686,26.865714815343466,4.218247616817365,19.37522858138838,0.08940587627870951,159.73310758457364,92.8714860978844,3.5870494334131684,11.672139679544255,0.16586673921206727,156.08482296183817,6.300315477967928
30,2.1301859937201776e-09,0.5990508817378754,0.02075749664568837,1.3951380431417775,50.19117789661809,49.564835963214584,4.867651544437857,2.1221084284571816,5.965944215455655,0.8851855228290432,25.851288712329215,16.412995474154048,38.48582910505838,3.688975074388385,154.25990472586867,20.630700501404,8.044968031849862,0.02836931761285706,0.0008526686926965299,113.46645830270027,4.319937674374673
31,0.019407655576907018,1.6384882473350717,0.08012795853624416,0.9451820375476327,48.951932008114916,195.76553856009573,14.555198366339436,9.832128517622133,0.0029739212239506003,0.7520115268528865,36.69239693852867,32.002960078826085,133.11175042511618,120.74096881815389,163.4724813123745,0.6923586114763051,38.54348784032538,0.704167940799486,0.05809653714346835,29.886147998553238,20.821231025984098
