system:time_start,total_precipitation
"Jul 4, 2012",0.006
"Jul 5, 2012",0.004
"Jul 6, 2012",0.004
"Jul 7, 2012",0.006
"Jul 8, 2012",0.003
"Jul 9, 2012",0.002
"Jul 10, 2012",0.003
"Jul 11, 2012",0.006
"Jul 12, 2012",0.003
"Jul 13, 2012",0.005
"Jul 14, 2012",0.002
"Jul 15, 2012",0.004
"Jul 16, 2012",0.002
"Jul 17, 2012",0.004
"Jul 18, 2012",0.017
"Jul 19, 2012",0.014
"Jul 20, 2012",0.004
"Jul 21, 2012",0.002
"Jul 22, 2012",0.003
"Jul 23, 2012",0.003
"Jul 24, 2012",0.007
"Jul 25, 2012",0.006
"Jul 26, 2012",0.006
"Jul 27, 2012",0.003
"Jul 28, 2012",0.004
"Jul 29, 2012",0.012
"Jul 30, 2012",0.014
"Jul 31, 2012",0.016
"Aug 1, 2012",0.003
"Aug 2, 2012",0.006
"Aug 3, 2012",0.009
"Aug 4, 2012",0.007
"Aug 5, 2012",0.006
"Aug 6, 2012",0.005
"Aug 7, 2012",0.003
"Aug 8, 2012",0.006
"Aug 9, 2012",0.008
"Aug 10, 2012",0.008
"Aug 11, 2012",0.004
"Aug 12, 2012",0.003
"Aug 13, 2012",0.003
"Aug 14, 2012",0.003
"Aug 15, 2012",0.002
"Aug 16, 2012",0.001
"Aug 17, 2012",0.002
"Aug 18, 2012",0.003
"Aug 19, 2012",0.005
"Aug 20, 2012",0.002
"Aug 21, 2012",0.001
"Aug 22, 2012",0.001
"Aug 23, 2012",0.001
"Aug 24, 2012",0.001
"Aug 25, 2012",0.001
"Aug 26, 2012",0.005
"Aug 27, 2012",0.012
"Aug 28, 2012",0.013
"Aug 29, 2012",0.007
"Aug 30, 2012",0.005
"Aug 31, 2012",0.007
"Sep 1, 2012",0.004
"Sep 2, 2012",0.01
"Sep 3, 2012",0.013
"Sep 4, 2012",0.011
"Sep 5, 2012",0.008
"Sep 6, 2012",0.005
"Sep 7, 2012",0.005
"Sep 8, 2012",0.003
"Sep 9, 2012",0.003
"Sep 10, 2012",0.015
"Sep 11, 2012",0.015
"Sep 12, 2012",0.001
"Sep 13, 2012",0.002
"Sep 14, 2012",0.003
"Sep 15, 2012",0.002
"Sep 16, 2012",0.001
"Sep 17, 2012",0.001
"Sep 18, 2012",0.002
"Sep 19, 2012",0.001
"Sep 20, 2012",0.003
"Sep 21, 2012",0.001
"Sep 22, 2012",0.001
"Sep 23, 2012",0
"Sep 24, 2012",0
"Sep 25, 2012",0
"Sep 26, 2012",0
"Sep 27, 2012",0.001
"Sep 28, 2012",0.006
"Sep 29, 2012",0.002
"Sep 30, 2012",0.001
"Oct 1, 2012",0.015
"Oct 2, 2012",0.014
"Oct 3, 2012",0.016
"Oct 4, 2012",0.027
"Oct 5, 2012",0.028
"Oct 6, 2012",0.025
"Oct 7, 2012",0.014
"Oct 8, 2012",0.001
"Oct 9, 2012",0
"Oct 10, 2012",0
"Oct 11, 2012",0
"Oct 12, 2012",0
"Oct 13, 2012",0
"Oct 14, 2012",0
"Oct 15, 2012",0
"Oct 16, 2012",0
"Oct 17, 2012",0
"Oct 18, 2012",0
"Oct 19, 2012",0
"Oct 20, 2012",0
"Oct 21, 2012",0
"Oct 22, 2012",0
"Oct 23, 2012",0.004
"Oct 24, 2012",0.003
"Oct 25, 2012",0
"Oct 26, 2012",0.001
"Oct 27, 2012",0.001
"Oct 28, 2012",0
"Oct 29, 2012",0
"Oct 30, 2012",0
"Oct 31, 2012",0
"Nov 1, 2012",0
"Nov 2, 2012",0.001
"Nov 3, 2012",0.001
"Nov 4, 2012",0
"Nov 5, 2012",0
"Nov 6, 2012",0
"Nov 7, 2012",0
"Nov 8, 2012",0
"Nov 9, 2012",0
"Nov 10, 2012",0
"Nov 11, 2012",0
"Nov 12, 2012",0
"Nov 13, 2012",0
"Nov 14, 2012",0
"Nov 15, 2012",0
"Nov 16, 2012",0
"Nov 17, 2012",0
"Nov 18, 2012",0
"Nov 19, 2012",0
"Nov 20, 2012",0
"Nov 21, 2012",0
"Nov 22, 2012",0
"Nov 23, 2012",0
"Nov 24, 2012",0
"Nov 25, 2012",0
"Nov 26, 2012",0
"Nov 27, 2012",0
"Nov 28, 2012",0
"Nov 29, 2012",0
"Nov 30, 2012",0
"Dec 1, 2012",0
"Dec 2, 2012",0
"Dec 3, 2012",0
"Dec 4, 2012",0
"Dec 5, 2012",0
"Dec 6, 2012",0.001
"Dec 7, 2012",0
"Dec 8, 2012",0
"Dec 9, 2012",0
"Dec 10, 2012",0
"Dec 11, 2012",0
"Dec 12, 2012",0
"Dec 13, 2012",0
"Dec 14, 2012",0
"Dec 15, 2012",0
"Dec 16, 2012",0
"Dec 17, 2012",0
"Dec 18, 2012",0
"Dec 19, 2012",0
"Dec 20, 2012",0
"Dec 21, 2012",0
"Dec 22, 2012",0
"Dec 23, 2012",0
"Dec 24, 2012",0
"Dec 25, 2012",0
"Dec 26, 2012",0
"Dec 27, 2012",0
"Dec 28, 2012",0
"Dec 29, 2012",0
"Dec 30, 2012",0
"Dec 31, 2012",0
"Jan 1, 2013",0
"Jan 2, 2013",0
"Jan 3, 2013",0
"Jan 4, 2013",0
"Jan 5, 2013",0
"Jan 6, 2013",0
"Jan 7, 2013",0
"Jan 8, 2013",0
"Jan 9, 2013",0
"Jan 10, 2013",0
"Jan 11, 2013",0
"Jan 12, 2013",0
"Jan 13, 2013",0
"Jan 14, 2013",0
"Jan 15, 2013",0
"Jan 16, 2013",0
"Jan 17, 2013",0
"Jan 18, 2013",0
"Jan 19, 2013",0
"Jan 20, 2013",0
"Jan 21, 2013",0
"Jan 22, 2013",0
"Jan 23, 2013",0
"Jan 24, 2013",0
"Jan 25, 2013",0
"Jan 26, 2013",0
"Jan 27, 2013",0
"Jan 28, 2013",0
"Jan 29, 2013",0
"Jan 30, 2013",0
"Jan 31, 2013",0
"Feb 1, 2013",0
"Feb 2, 2013",0
"Feb 3, 2013",0
"Feb 4, 2013",0
"Feb 5, 2013",0
"Feb 6, 2013",0
"Feb 7, 2013",0
"Feb 8, 2013",0
"Feb 9, 2013",0
"Feb 10, 2013",0
"Feb 11, 2013",0
"Feb 12, 2013",0
"Feb 13, 2013",0
"Feb 14, 2013",0
"Feb 15, 2013",0
"Feb 16, 2013",0
"Feb 17, 2013",0
"Feb 18, 2013",0
"Feb 19, 2013",0
"Feb 20, 2013",0
"Feb 21, 2013",0
"Feb 22, 2013",0
"Feb 23, 2013",0
"Feb 24, 2013",0
"Feb 25, 2013",0
"Feb 26, 2013",0
"Feb 27, 2013",0
"Feb 28, 2013",0
"Mar 1, 2013",0
"Mar 2, 2013",0
"Mar 3, 2013",0
"Mar 4, 2013",0
"Mar 5, 2013",0
"Mar 6, 2013",0
"Mar 7, 2013",0
"Mar 8, 2013",0
"Mar 9, 2013",0
"Mar 10, 2013",0
"Mar 11, 2013",0
"Mar 12, 2013",0
"Mar 13, 2013",0
"Mar 14, 2013",0
"Mar 15, 2013",0
"Mar 16, 2013",0.001
"Mar 17, 2013",0
"Mar 18, 2013",0
"Mar 19, 2013",0
"Mar 20, 2013",0
"Mar 21, 2013",0
"Mar 22, 2013",0
"Mar 23, 2013",0
"Mar 24, 2013",0
"Mar 25, 2013",0
"Mar 26, 2013",0
"Mar 27, 2013",0
"Mar 28, 2013",0
"Mar 29, 2013",0
"Mar 30, 2013",0
"Mar 31, 2013",0
"Apr 1, 2013",0
"Apr 2, 2013",0
"Apr 3, 2013",0
"Apr 4, 2013",0
"Apr 5, 2013",0
"Apr 6, 2013",0
"Apr 7, 2013",0
"Apr 8, 2013",0
"Apr 9, 2013",0
"Apr 10, 2013",0
"Apr 11, 2013",0
"Apr 12, 2013",0
"Apr 13, 2013",0
"Apr 14, 2013",0
"Apr 15, 2013",0
"Apr 16, 2013",0
"Apr 17, 2013",0
"Apr 18, 2013",0
"Apr 19, 2013",0.001
"Apr 20, 2013",0
"Apr 21, 2013",0
"Apr 22, 2013",0
"Apr 23, 2013",0
"Apr 24, 2013",0
"Apr 25, 2013",0.002
"Apr 26, 2013",0
"Apr 27, 2013",0
"Apr 28, 2013",0
"Apr 29, 2013",0
"Apr 30, 2013",0
"May 1, 2013",0
"May 2, 2013",0
"May 3, 2013",0
"May 4, 2013",0
"May 5, 2013",0
"May 6, 2013",0
"May 7, 2013",0
"May 8, 2013",0
"May 9, 2013",0
"May 10, 2013",0
"May 11, 2013",0
"May 12, 2013",0
"May 13, 2013",0
"May 14, 2013",0
"May 15, 2013",0
"May 16, 2013",0.001
"May 17, 2013",0
"May 18, 2013",0
"May 19, 2013",0
"May 20, 2013",0
"May 21, 2013",0
"May 22, 2013",0
"May 23, 2013",0
"May 24, 2013",0
"May 25, 2013",0
"May 26, 2013",0
"May 27, 2013",0.001
"May 28, 2013",0.001
"May 29, 2013",0.002
"May 30, 2013",0
"May 31, 2013",0
"Jun 1, 2013",0
"Jun 2, 2013",0.006
"Jun 3, 2013",0.011
"Jun 4, 2013",0.005
"Jun 5, 2013",0.002
"Jun 6, 2013",0.008
"Jun 7, 2013",0.034
"Jun 8, 2013",0.01
"Jun 9, 2013",0.033
"Jun 10, 2013",0.02
"Jun 11, 2013",0.003
"Jun 12, 2013",0.004
"Jun 13, 2013",0.011
"Jun 14, 2013",0.021
"Jun 15, 2013",0.042
"Jun 16, 2013",0.03
"Jun 17, 2013",0.05
"Jun 18, 2013",0.012
"Jun 19, 2013",0.007
"Jun 20, 2013",0.005
"Jun 21, 2013",0.003
"Jun 22, 2013",0.003
"Jun 23, 2013",0.002
"Jun 24, 2013",0.01
"Jun 25, 2013",0.017
"Jun 26, 2013",0.009
"Jun 27, 2013",0.007
"Jun 28, 2013",0.007
"Jun 29, 2013",0.006
"Jun 30, 2013",0.006
"Jul 1, 2013",0.003
"Jul 2, 2013",0.003
"Jul 3, 2013",0.003
"Jul 4, 2013",0.005
"Jul 5, 2013",0.005
"Jul 6, 2013",0.004
"Jul 7, 2013",0.007
"Jul 8, 2013",0.005
"Jul 9, 2013",0.005
"Jul 10, 2013",0.022
"Jul 11, 2013",0.028
"Jul 12, 2013",0.026
"Jul 13, 2013",0.006
"Jul 14, 2013",0.004
"Jul 15, 2013",0.013
"Jul 16, 2013",0.023
"Jul 17, 2013",0.023
"Jul 18, 2013",0.017
"Jul 19, 2013",0.037
"Jul 20, 2013",0.018
"Jul 21, 2013",0.016
"Jul 22, 2013",0.025
"Jul 23, 2013",0.061
"Jul 24, 2013",0.021
"Jul 25, 2013",0.011
"Jul 26, 2013",0.015
"Jul 27, 2013",0.018
"Jul 28, 2013",0.017
"Jul 29, 2013",0.015
"Jul 30, 2013",0.021
"Jul 31, 2013",0.033
"Aug 1, 2013",0.025
"Aug 2, 2013",0.02
"Aug 3, 2013",0.006
"Aug 4, 2013",0.003
"Aug 5, 2013",0.003
"Aug 6, 2013",0.002
"Aug 7, 2013",0.002
"Aug 8, 2013",0.003
"Aug 9, 2013",0.007
"Aug 10, 2013",0.006
"Aug 11, 2013",0.004
"Aug 12, 2013",0.004
"Aug 13, 2013",0.008
"Aug 14, 2013",0.003
"Aug 15, 2013",0.003
"Aug 16, 2013",0.004
"Aug 17, 2013",0.006
"Aug 18, 2013",0.004
"Aug 19, 2013",0.002
"Aug 20, 2013",0.002
"Aug 21, 2013",0.004
"Aug 22, 2013",0.002
"Aug 23, 2013",0.003
"Aug 24, 2013",0.003
"Aug 25, 2013",0.009
"Aug 26, 2013",0.004
"Aug 27, 2013",0.002
"Aug 28, 2013",0.002
"Aug 29, 2013",0.002
"Aug 30, 2013",0.001
"Aug 31, 2013",0.002
"Sep 1, 2013",0
"Sep 2, 2013",0
"Sep 3, 2013",0.001
"Sep 4, 2013",0.001
"Sep 5, 2013",0.002
"Sep 6, 2013",0.001
"Sep 7, 2013",0.001
"Sep 8, 2013",0.001
"Sep 9, 2013",0.005
"Sep 10, 2013",0.034
"Sep 11, 2013",0.016
"Sep 12, 2013",0.018
"Sep 13, 2013",0.005
"Sep 14, 2013",0.008
"Sep 15, 2013",0.023
"Sep 16, 2013",0.013
"Sep 17, 2013",0.021
"Sep 18, 2013",0.029
"Sep 19, 2013",0.006
"Sep 20, 2013",0.001
"Sep 21, 2013",0.002
"Sep 22, 2013",0.006
"Sep 23, 2013",0.003
"Sep 24, 2013",0.013
"Sep 25, 2013",0.002
"Sep 26, 2013",0.002
"Sep 27, 2013",0.002
"Sep 28, 2013",0.002
"Sep 29, 2013",0.003
"Sep 30, 2013",0.001
"Oct 1, 2013",0
"Oct 2, 2013",0.001
"Oct 3, 2013",0.005
"Oct 4, 2013",0.004
"Oct 5, 2013",0.001
"Oct 6, 2013",0.002
"Oct 7, 2013",0.001
"Oct 8, 2013",0.001
"Oct 9, 2013",0.001
"Oct 10, 2013",0
"Oct 11, 2013",0.002
"Oct 12, 2013",0.001
"Oct 13, 2013",0.001
"Oct 14, 2013",0.002
"Oct 15, 2013",0.001
"Oct 16, 2013",0.002
"Oct 17, 2013",0.003
"Oct 18, 2013",0
"Oct 19, 2013",0
"Oct 20, 2013",0
"Oct 21, 2013",0
"Oct 22, 2013",0
"Oct 23, 2013",0.001
"Oct 24, 2013",0
"Oct 25, 2013",0.003
"Oct 26, 2013",0.003
"Oct 27, 2013",0.001
"Oct 28, 2013",0.001
"Oct 29, 2013",0
"Oct 30, 2013",0
"Oct 31, 2013",0
"Nov 1, 2013",0
"Nov 2, 2013",0
"Nov 3, 2013",0
"Nov 4, 2013",0
"Nov 5, 2013",0
"Nov 6, 2013",0
"Nov 7, 2013",0
"Nov 8, 2013",0
"Nov 9, 2013",0
"Nov 10, 2013",0
"Nov 11, 2013",0
"Nov 12, 2013",0
"Nov 13, 2013",0
"Nov 14, 2013",0
"Nov 15, 2013",0
"Nov 16, 2013",0
"Nov 17, 2013",0
"Nov 18, 2013",0
"Nov 19, 2013",0
"Nov 20, 2013",0
"Nov 21, 2013",0
"Nov 22, 2013",0
"Nov 23, 2013",0
"Nov 24, 2013",0
"Nov 25, 2013",0
"Nov 26, 2013",0.003
"Nov 27, 2013",0
"Nov 28, 2013",0
"Nov 29, 2013",0
"Nov 30, 2013",0.001
"Dec 1, 2013",0
"Dec 2, 2013",0.001
"Dec 3, 2013",0.001
"Dec 4, 2013",0
"Dec 5, 2013",0
"Dec 6, 2013",0
"Dec 7, 2013",0
"Dec 8, 2013",0
"Dec 9, 2013",0
"Dec 10, 2013",0
"Dec 11, 2013",0
"Dec 12, 2013",0
"Dec 13, 2013",0
"Dec 14, 2013",0
"Dec 15, 2013",0
"Dec 16, 2013",0
"Dec 17, 2013",0
"Dec 18, 2013",0
"Dec 19, 2013",0
"Dec 20, 2013",0
"Dec 21, 2013",0
"Dec 22, 2013",0
"Dec 23, 2013",0
"Dec 24, 2013",0
"Dec 25, 2013",0
"Dec 26, 2013",0
"Dec 27, 2013",0
"Dec 28, 2013",0
"Dec 29, 2013",0
"Dec 30, 2013",0
"Dec 31, 2013",0
"Jan 1, 2014",0
"Jan 2, 2014",0
"Jan 3, 2014",0
"Jan 4, 2014",0
"Jan 5, 2014",0
"Jan 6, 2014",0
"Jan 7, 2014",0
"Jan 8, 2014",0
"Jan 9, 2014",0
"Jan 10, 2014",0
"Jan 11, 2014",0
"Jan 12, 2014",0
"Jan 13, 2014",0
"Jan 14, 2014",0
"Jan 15, 2014",0
"Jan 16, 2014",0
"Jan 17, 2014",0
"Jan 18, 2014",0
"Jan 19, 2014",0
"Jan 20, 2014",0
"Jan 21, 2014",0
"Jan 22, 2014",0
"Jan 23, 2014",0
"Jan 24, 2014",0
"Jan 25, 2014",0
"Jan 26, 2014",0
"Jan 27, 2014",0
"Jan 28, 2014",0
"Jan 29, 2014",0
"Jan 30, 2014",0
"Jan 31, 2014",0
"Feb 1, 2014",0
"Feb 2, 2014",0
"Feb 3, 2014",0
"Feb 4, 2014",0
"Feb 5, 2014",0
"Feb 6, 2014",0
"Feb 7, 2014",0
"Feb 8, 2014",0
"Feb 9, 2014",0
"Feb 10, 2014",0
"Feb 11, 2014",0
"Feb 12, 2014",0
"Feb 13, 2014",0
"Feb 14, 2014",0
"Feb 15, 2014",0
"Feb 16, 2014",0
"Feb 17, 2014",0
"Feb 18, 2014",0
"Feb 19, 2014",0
"Feb 20, 2014",0
"Feb 21, 2014",0
"Feb 22, 2014",0
"Feb 23, 2014",0
"Feb 24, 2014",0
"Feb 25, 2014",0
"Feb 26, 2014",0.001
"Feb 27, 2014",0.002
"Feb 28, 2014",0
"Mar 1, 2014",0
"Mar 2, 2014",0
"Mar 3, 2014",0
"Mar 4, 2014",0
"Mar 5, 2014",0
"Mar 6, 2014",0
"Mar 7, 2014",0
"Mar 8, 2014",0.001
"Mar 9, 2014",0.003
"Mar 10, 2014",0
"Mar 11, 2014",0
"Mar 12, 2014",0.001
"Mar 13, 2014",0.001
"Mar 14, 2014",0
"Mar 15, 2014",0
"Mar 16, 2014",0
"Mar 17, 2014",0
"Mar 18, 2014",0
"Mar 19, 2014",0
"Mar 20, 2014",0
"Mar 21, 2014",0
"Mar 22, 2014",0
"Mar 23, 2014",0
"Mar 24, 2014",0
"Mar 25, 2014",0
"Mar 26, 2014",0
"Mar 27, 2014",0
"Mar 28, 2014",0
"Mar 29, 2014",0
"Mar 30, 2014",0
"Mar 31, 2014",0
"Apr 1, 2014",0
"Apr 2, 2014",0
"Apr 3, 2014",0
"Apr 4, 2014",0
"Apr 5, 2014",0
"Apr 6, 2014",0
"Apr 7, 2014",0
"Apr 8, 2014",0
"Apr 9, 2014",0
"Apr 10, 2014",0
"Apr 11, 2014",0
"Apr 12, 2014",0
"Apr 13, 2014",0
"Apr 14, 2014",0
"Apr 15, 2014",0
"Apr 16, 2014",0.001
"Apr 17, 2014",0.001
"Apr 18, 2014",0.002
"Apr 19, 2014",0.001
"Apr 20, 2014",0.002
"Apr 21, 2014",0.001
"Apr 22, 2014",0
"Apr 23, 2014",0
"Apr 24, 2014",0
"Apr 25, 2014",0
"Apr 26, 2014",0
"Apr 27, 2014",0
"Apr 28, 2014",0.001
"Apr 29, 2014",0
"Apr 30, 2014",0.001
"May 1, 2014",0.001
"May 2, 2014",0
"May 3, 2014",0.002
"May 4, 2014",0
"May 5, 2014",0
"May 6, 2014",0
"May 7, 2014",0.002
"May 8, 2014",0.001
"May 9, 2014",0.002
"May 10, 2014",0
"May 11, 2014",0
"May 12, 2014",0
"May 13, 2014",0
"May 14, 2014",0
"May 15, 2014",0
"May 16, 2014",0
"May 17, 2014",0
"May 18, 2014",0.003
"May 19, 2014",0.001
"May 20, 2014",0.002
"May 21, 2014",0.001
"May 22, 2014",0
"May 23, 2014",0
"May 24, 2014",0
"May 25, 2014",0
"May 26, 2014",0
"May 27, 2014",0.007
"May 28, 2014",0.001
"May 29, 2014",0.001
"May 30, 2014",0
"May 31, 2014",0
"Jun 1, 2014",0
"Jun 2, 2014",0.003
"Jun 3, 2014",0.001
"Jun 4, 2014",0.002
"Jun 5, 2014",0.002
"Jun 6, 2014",0.001
"Jun 7, 2014",0.001
"Jun 8, 2014",0
"Jun 9, 2014",0.004
"Jun 10, 2014",0.005
"Jun 11, 2014",0
"Jun 12, 2014",0.001
"Jun 13, 2014",0.001
"Jun 14, 2014",0.002
"Jun 15, 2014",0.003
"Jun 16, 2014",0.003
"Jun 17, 2014",0.003
"Jun 18, 2014",0.002
"Jun 19, 2014",0.004
"Jun 20, 2014",0.003
"Jun 21, 2014",0.002
"Jun 22, 2014",0.002
"Jun 23, 2014",0.002
"Jun 24, 2014",0.001
"Jun 25, 2014",0.001
"Jun 26, 2014",0
"Jun 27, 2014",0
"Jun 28, 2014",0
"Jun 29, 2014",0
"Jun 30, 2014",0.001
"Jul 1, 2014",0.002
"Jul 2, 2014",0.001
"Jul 3, 2014",0.003
"Jul 4, 2014",0.002
"Jul 5, 2014",0.002
"Jul 6, 2014",0.002
"Jul 7, 2014",0.003
"Jul 8, 2014",0.003
"Jul 9, 2014",0.01
"Jul 10, 2014",0.012
"Jul 11, 2014",0.014
"Jul 12, 2014",0.008
"Jul 13, 2014",0.004
"Jul 14, 2014",0.009
"Jul 15, 2014",0.027
"Jul 16, 2014",0.013
"Jul 17, 2014",0.012
"Jul 18, 2014",0.012
"Jul 19, 2014",0.009
"Jul 20, 2014",0.006
"Jul 21, 2014",0.006
"Jul 22, 2014",0.017
"Jul 23, 2014",0.031
"Jul 24, 2014",0.009
"Jul 25, 2014",0.005
"Jul 26, 2014",0.004
"Jul 27, 2014",0.018
"Jul 28, 2014",0.035
"Jul 29, 2014",0.068
"Jul 30, 2014",0.034
"Jul 31, 2014",0.036
"Aug 1, 2014",0.011
"Aug 2, 2014",0.008
"Aug 3, 2014",0.01
"Aug 4, 2014",0.015
"Aug 5, 2014",0.014
"Aug 6, 2014",0.01
"Aug 7, 2014",0.008
"Aug 8, 2014",0.006
"Aug 9, 2014",0.005
"Aug 10, 2014",0.003
"Aug 11, 2014",0.003
"Aug 12, 2014",0.003
"Aug 13, 2014",0.003
"Aug 14, 2014",0.006
"Aug 15, 2014",0.007
"Aug 16, 2014",0.003
"Aug 17, 2014",0.002
"Aug 18, 2014",0.001
"Aug 19, 2014",0.005
"Aug 20, 2014",0.006
"Aug 21, 2014",0.011
"Aug 22, 2014",0.008
"Aug 23, 2014",0.009
"Aug 24, 2014",0.037
"Aug 25, 2014",0.009
"Aug 26, 2014",0.02
"Aug 27, 2014",0.013
"Aug 28, 2014",0.009
"Aug 29, 2014",0.024
"Aug 30, 2014",0.021
"Aug 31, 2014",0.025
"Sep 1, 2014",0.022
"Sep 2, 2014",0.007
"Sep 3, 2014",0.006
"Sep 4, 2014",0.006
"Sep 5, 2014",0.008
"Sep 6, 2014",0.002
"Sep 7, 2014",0.004
"Sep 8, 2014",0.009
"Sep 9, 2014",0.005
"Sep 10, 2014",0.004
"Sep 11, 2014",0.002
"Sep 12, 2014",0.002
"Sep 13, 2014",0.002
"Sep 14, 2014",0.001
"Sep 15, 2014",0
"Sep 16, 2014",0.001
"Sep 17, 2014",0.002
"Sep 18, 2014",0.003
"Sep 19, 2014",0.001
"Sep 20, 2014",0.004
"Sep 21, 2014",0.001
"Sep 22, 2014",0
"Sep 23, 2014",0
"Sep 24, 2014",0.004
"Sep 25, 2014",0.005
"Sep 26, 2014",0
"Sep 27, 2014",0
"Sep 28, 2014",0
"Sep 29, 2014",0
"Sep 30, 2014",0.001
"Oct 1, 2014",0
"Oct 2, 2014",0
"Oct 3, 2014",0
"Oct 4, 2014",0.002
"Oct 5, 2014",0.002
"Oct 6, 2014",0.001
"Oct 7, 2014",0.003
"Oct 8, 2014",0.006
"Oct 9, 2014",0.005
"Oct 10, 2014",0.003
"Oct 11, 2014",0
"Oct 12, 2014",0
"Oct 13, 2014",0
"Oct 14, 2014",0
"Oct 15, 2014",0
"Oct 16, 2014",0.001
"Oct 17, 2014",0.002
"Oct 18, 2014",0.003
"Oct 19, 2014",0.001
"Oct 20, 2014",0
"Oct 21, 2014",0
"Oct 22, 2014",0
"Oct 23, 2014",0
"Oct 24, 2014",0.001
"Oct 25, 2014",0.014
"Oct 26, 2014",0.004
"Oct 27, 2014",0.002
"Oct 28, 2014",0
"Oct 29, 2014",0
"Oct 30, 2014",0
"Oct 31, 2014",0
"Nov 1, 2014",0
"Nov 2, 2014",0
"Nov 3, 2014",0
"Nov 4, 2014",0
"Nov 5, 2014",0
"Nov 6, 2014",0
"Nov 7, 2014",0
"Nov 8, 2014",0
"Nov 9, 2014",0
"Nov 10, 2014",0
"Nov 11, 2014",0.003
"Nov 12, 2014",0
"Nov 13, 2014",0.002
"Nov 14, 2014",0.017
"Nov 15, 2014",0.007
"Nov 16, 2014",0
"Nov 17, 2014",0.001
"Nov 18, 2014",0.001
"Nov 19, 2014",0
"Nov 20, 2014",0
"Nov 21, 2014",0
"Nov 22, 2014",0
"Nov 23, 2014",0
"Nov 24, 2014",0
"Nov 25, 2014",0
"Nov 26, 2014",0
"Nov 27, 2014",0
"Nov 28, 2014",0
"Nov 29, 2014",0
"Nov 30, 2014",0
"Dec 1, 2014",0
"Dec 2, 2014",0
"Dec 3, 2014",0
"Dec 4, 2014",0
"Dec 5, 2014",0
"Dec 6, 2014",0
"Dec 7, 2014",0
"Dec 8, 2014",0
"Dec 9, 2014",0
"Dec 10, 2014",0
"Dec 11, 2014",0.005
"Dec 12, 2014",0.005
"Dec 13, 2014",0.003
"Dec 14, 2014",0
"Dec 15, 2014",0
"Dec 16, 2014",0
"Dec 17, 2014",0
"Dec 18, 2014",0
"Dec 19, 2014",0
"Dec 20, 2014",0
"Dec 21, 2014",0
"Dec 22, 2014",0
"Dec 23, 2014",0
"Dec 24, 2014",0
"Dec 25, 2014",0
"Dec 26, 2014",0
